genome;B0101;B0102;B0103;B0104;B0105;B0106;B0204;B0205;B0206;B0207;B0208;B0209;B0210;B0211;B0212;B0213;B0214;B0215;B0216;B0217;B0218;B0219;B0220;B0221;B0302;B0303;B0307;B0309;B0310;B0401;B0402;B0403;B0601;B0602;B0603;B0604;B0605;B0701;B0702;B0703;B0704;B0705;B0706;B0707;B0708;B0709;B0710;B0711;B0712;B0801;B0802;B0803;B0804;B0805;B0901;B0902;B0903;B1004;B1006;B1008;B1011;B1012;B1014;B1021;B1022;B1024;B1026;B1028;B1029;B1041;B1042;D0101;D0102;D0103;D0104;D0201;D0202;D0203;D0204;D0205;D0206;D0207;D0208;D0209;D0210;D0211;D0212;D0213;D0301;D0302;D0303;D0304;D0305;D0306;D0307;D0308;D0309;D0310;D0401;D0402;D0403;D0404;D0405;D0406;D0407;D0408;D0501;D0502;D0503;D0504;D0505;D0506;D0507;D0508;D0509;D0510;D0511;D0512;D0513;D0516;D0517;D0518;D0601;D0602;D0603;D0604;D0606;D0607;D0608;D0609;D0610;D0611;D0612;D0613;D0701;D0702;D0704;D0705;D0706;D0708;D0709;D0801;D0802;D0804;D0805;D0806;D0807;D0808;D0809;D0810;D0811;D0812;D0813;D0814;D0815;D0816;D0817;D0818;D0819;D0901;D0902;D0903;D0904;D0905;D0906;D0907;D0908;D0910;D0911;D0912;S0101;S0103;S0104;S0105;S0201;S0202;S0301
EHA02488_bin.222;1;0.83;1;0.5;0.75;0.5;0.67;0.6;1;0.57;1;1;0.33;0.86;0.67;0.75;0;0.5;0.92;0.5;0.5;0;0;0.88;0;0.2;0.5;0;0;0.67;0.67;0.67;0.19;0.67;0.33;1;1;1;0.33;0.33;0.16;0.17;0;0.6;0.57;0;0;0;0.06;0;1;0.8;0.67;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;0.15;0.38;0.43;0.42;0.31;0.86;1;0.64;0.54;0.25;0.25;0.86;0.5;0;0.33;0;0;0;0.5;0;0.75;0.5;0;0;0;0;0;0;0;0;0;1;1;0;0;0.33;0.5;0.17;0;0.5;0;0.5;0;0;0;0;0.17;0;0;0;1;0;0;0;0.33;0.33;0;0;0;0;0;1;0.16;0.5;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;1;1;0;0;0;0.7;0.17;0.25;0;0;0;0.93
EHA02488_bin.223;0;0;0;0.5;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0.04;0.04;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.5;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0.4
EHA02488_bin.227;0.88;0.28;1;0;0.75;0.5;0;0.2;0.33;0.14;0;0;0;0.57;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;1;0.67;0.5;0.14;0.14;0;0;0;0;0.75;0;0;0;0;0.33;0;0;0;0;0;0;0;0.11;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.5;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65;0.17;0;0;0;0;0.84
EHA02488_bin.228;0.38;0.39;0;0;0.25;0;0;0.6;0.17;0.43;0.75;0.8;0;0.57;1;0;0;0.53;0.17;0.5;0.5;0;0.17;0.25;0;0.4;0.5;0;0;0.33;0.57;0.67;0.12;1;0.06;1;0;0.06;0.75;0;0.34;1;0;0.7;0.57;0.25;0;0;0.06;0;1;0.8;1;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0.2;0.4;0.15;0.31;0.43;0.58;0.25;0.86;0.83;0.29;0.23;0.25;0;0.14;0.5;0;0.67;0;0;0;0.5;0;0.5;0.25;0;0;0;0;0;0;0;0;0;0;1;0;0;0.33;0.5;0.33;0.04;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0.5;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0.6;0.42;0;0;0;0;0.69
EHA02488_bin.23;1;1;1;0.5;0.75;0.75;0.67;0.6;1;0.71;1;1;1;0.86;1;1;0;1;1;0.5;0.5;0;0;1;0;0.2;0.5;0;0;0.67;0.33;0.67;0.29;1;0.33;0;1;1;1;0.33;1;1;0.33;0.8;1;0;0;0;0;0;1;0.8;0.67;0.33;0;0;0;0.17;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0.38;0.43;0.42;0.25;0.86;1;0.29;0.38;0.88;0.12;0.86;0.5;0.25;0.67;0;0;0;0.17;0;0.5;0.5;0;0;0;0;0;0;0;0;0;1;1;0;0;0.67;0.5;0.17;0;0.5;0;1;0;0;0;0;0;0;1;0;0.5;0;0.25;0;0.33;0;0;0;0;0;1;0.5;0.5;0;0.25;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.14;0.17;0;0;0;0;0;0;0;0;1;1;1;0;0;0.9;0.33;1;0;0;0;0.93
EHA02488_bin.231;0.88;0.89;1;0.5;0.75;0.75;0.67;0.6;1;0.71;1;1;1;0.57;1;1;0;0.78;1;0.5;0.5;0;0.17;1;0;0.2;0;0;0;1;0.67;0.67;0.31;1;0.33;0;1;0.12;1;0;0.16;0.17;0.33;0.8;1;0;0;0;0.06;0;1;1;0.33;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0.2;0.4;0.15;0.23;0.43;0.75;0.06;0.86;0.17;0.29;0.23;0.12;0;0.14;0.5;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;1;0;0;0.33;0.5;0.33;0.04;0.33;0;0.5;0;0;0;0;0.17;0;0;0;0;0;0.25;0;0.33;0;0;0;0;0;0;0.5;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0.8;0.5;0.25;0;0.17;0;0.91
EHA02488_bin.232;0.38;0.5;0;0;0.25;0.5;0.67;0.4;1;0.43;0.5;1;0.67;0.29;0.67;0.5;0;0.25;0.67;0;0;0;0;0.2;0;0.2;0;0;0;0.67;0.67;0.5;0.15;0.67;0.04;0;1;0.12;0;0.33;0.25;0.17;0;0;0.45;0.25;0.14;0.11;0;0;0;0.4;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0.07;0.08;0.29;0.25;0.12;0.14;0.17;0.29;0.23;0.12;0;0.14;0;0;0.33;0;0.25;0;0.5;0.5;0;0.5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.33;0;0.2;0;0.14;0;0;0.33;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.5;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0.8;0.17;0;0;0;0;0.36
EHA02488_bin.233;0.88;1;1;0.5;0.25;0.75;0.67;0.6;1;0.57;1;1;1;0.86;1;1;0;0.78;0.92;0.5;0.5;0;0;1;0;0.2;0.5;0;0;1;0.67;0.67;0.29;1;0.33;1;1;1;1;0.33;0.34;1;0.67;1;0.91;0;0;0;0.06;0;1;0.8;0.67;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;0.15;0.38;0.43;0.42;0.31;0.86;0.83;0.36;0.54;0.38;0.38;0.86;0.5;0;0.33;0;0.5;0.5;1;0.25;1;0.75;0.67;0;0;0;0;0;0;0;0;1;1;0;0;0.33;0.5;0.17;0;0.5;0;0.5;0;0;0;0;0;0.5;0;0;1;0;0;0;0.33;0;0;0;0;0;0;0.5;0.16;0.5;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0.14;0.17;0;0;1;0;0;0;1;0;1;1;0;1;0;0.89;0.33;1;0;0.17;0;0.93
EHA02488_bin.234;1;1;1;0;0.5;0.75;0.33;0.8;1;0.86;1;1;1;0.86;1;1;0;0.83;1;0.5;0.5;0;0;1;0;0.4;0.5;0;0;0.67;0.43;0.67;0.44;1;0.67;1;1;1;0.33;0.33;0.34;1;0.33;0.8;1;0;0.04;0.11;0;0;1;1;1;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0.2;0.15;0.38;0.43;0.42;0.12;0.86;1;0.36;0.46;0.25;0;0.71;0.67;0;0.33;0;0.25;0.5;0.5;0.25;0;0.75;0;0;0;0;0;0;0;0;0;1;1;0;0;0.33;0.5;0.17;0.04;0.67;0;0.5;0;0.14;0;0;0;0;0;0;1;0.33;0;0;0.33;0;0;0;0;0;0;1;0.16;0.5;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;1;1;0;0;0;0.9;0.17;0.5;0;0.17;0;0.93
EHA02488_bin.237;0.12;0;1;0.5;0.75;0.25;0;0;0.5;0;0;0;0;0.29;0;0;0;0.06;0;0.25;0;0;0;0;0;0;0.5;0;0;1;0.67;0.5;0;0;0;0;1;0.12;0.33;0;0;0;0;0.6;0;0;0;0;0;0;1;0.8;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0.15;0.29;0.67;0.06;0.14;0.17;0.21;0.15;0.12;0;0.14;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;1;0;0;0;0.33;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.5;0.5;0.5;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0.17;0.25;0;0;0;0.59
EHA02488_bin.239;1;0.94;1;0.5;0.75;0.75;0.33;0.8;1;0.86;0.5;0.75;0.83;1;1;1;0;0.83;1;0.5;0.5;0;0.17;1;0;0.4;0.5;0;0;0.67;0.33;0.67;0.38;1;0.67;1;0;1;1;0.33;1;1;0.67;0.8;0.91;0;0;0;0;0;1;1;1;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.15;0.29;0.42;0.06;0;0.83;0.21;0.15;0.25;0;0.14;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;1;0;0;0.33;0.5;0.17;0.04;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0.33;0;0;0.33;0;0;0;0;0;0.33;1;0.16;0.5;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.14;0.17;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0.25;0;0;1;0.21;0.93
EHA02488_bin.24;0.75;0.94;1;0.5;0.5;0.75;0.67;0.8;0.5;0.43;0.75;1;1;0.71;0.33;1;0;0.11;0.83;0.25;0.5;0;0;0.88;0;0.2;0.5;0;0;1;0.67;0.33;0.4;0.4;0.38;0;0;0.12;0.25;0;0.34;0.17;0.33;0.4;0.36;0;0.14;0.11;0.06;0;0;0.43;0.67;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.12;0.2;0.2;0;0.15;0.29;0.08;0.06;0;0.17;0.07;0.08;0.12;0;0.86;0;0;0;0;0;0;0.5;0;0;0.25;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0.5;0.17;0.04;0.67;0;0.5;0;0;0;0;0;0;0;0;1;0;0;0;0.33;0.33;0;0;0;0;0;0.5;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0.33;0.25;0;0;0.11;0.65
EHA02488_bin.240;1;1;1;0.5;0.75;0.75;0.67;0.8;0.5;0.86;1;1;1;1;0.67;1;0;1;1;0.5;0.5;0;0.33;1;0;0.4;0.5;0;0;1;0.67;0.67;0.37;0.67;0.23;1;0;1;0.08;0.33;0.34;0.17;0.33;0.4;0.18;0;0;0;0.06;0;1;1;1;1;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;0;0.2;0.15;0.38;0.43;0.42;0.38;0.86;0.83;0.36;0.54;0.25;0.25;0.86;0.5;0.5;0.67;0;0.5;0.5;0.5;0.75;1;0.5;0.33;0;0;0;0;0;0;0;0;1;1;0;1;0.67;0.5;0.39;0;0.5;0;1;0;0;0;0;0.17;0;0;0;1;0.33;0.25;0;0.33;0.33;0;0;0;0;1;1;0.5;0.5;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;1;0.33;0.75;0.4;0.17;0.04;0.93
EHA02488_bin.243;0.88;0.28;1;0;0.5;0.75;1;1;1;0.86;1;1;0.33;1;1;1;0;0.86;1;0.5;0.5;0;0.17;0;0;0.4;0.5;0;0;0.67;0.67;0.67;0.21;1;0.33;1;0;0.38;0.25;0;0.34;1;0;0.2;0;0;0;0;0;0;0;0.8;1;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.4;0.4;0.15;0.38;0.57;0.25;0.19;0.86;1;0.29;0.31;0.25;0.25;0.86;0.5;0;0.33;0;0;0;0.5;0;0.25;0.25;0;0;0;0;0;0;0;0;0;1;1;0;0;0.33;0.5;0.33;0.04;0.5;0;0.2;0;0.14;0;0;0.17;0;0;0;1;0;0;0;0.33;0;0;0;0;0;0;1;0.16;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.14;0.17;0;0;0;0;0;0;0;0;1;1;0;0;0;0.8;0.5;0.25;0;0.17;0.11;0.84
EHA02488_bin.245;1;1;1;0.5;0.75;0.75;0.33;0.6;1;0.57;1;1;1;0.86;1;0.5;0;0.83;1;0.5;0.5;0;0;1;0.5;0.2;0.5;0;0;1;0.67;0.67;0.33;1;0.33;1;1;1;0.33;0;0.34;0.17;0.33;0.8;0.91;0;0;0;0;0;1;1;0.67;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0.38;0.43;0.25;0.12;0.86;0.83;0.36;0.54;0.25;0;0.71;0.67;0;0.33;0;0.25;0;1;0.5;0;0.5;0;0;0;0;0;0;0;0;0;1;1;0;0;0.33;0.5;0.17;0.33;0.5;1;0.5;0;0;0;0.25;0.5;0;0;0;0.5;0;0;0;0.33;0;0;0;0;0;0;0.5;0.16;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.14;0.17;0;0;1;0;0;0;1;0;1;1;0;1;0;1;0.39;0.25;0;0.33;0;0.91
EHA02488_bin.248;0;0;0;0;0.5;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67;0.33;0.5;0.14;0.14;0;0;0;0;0.08;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57;0;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.5;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0.5;0.25;0;0;0;0.5
EHA02488_bin.25;1;0.94;1;0.5;0.75;0.75;1;1;1;0.71;0.75;1;0.67;1;1;1;0;0.78;1;0.5;0.5;0;0.17;1;0;0.4;0.5;0;0;0.67;0.33;0.67;0.33;1;0.33;1;0;1;0.33;0.33;1;0.17;0.33;0.8;0.95;0;0;0;0;0;1;1;1;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0.2;0.4;0.07;0.23;0.43;0.75;0.12;0.86;1;0.21;0.23;0.25;0;0.14;0.5;0;0.67;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.17;0.24;0.5;0;0.5;0;0;0;0;0.5;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;1;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0.9;0.58;0.5;0;0;0;0.8
EHA02488_bin.256;1;1;1;0.5;0.75;0.5;0.67;0.8;1;0.86;1;1;1;1;1;0.5;0;0.83;1;0.5;0.5;0;0.33;1;0;0.4;0.5;0;0;1;0.67;0.67;0.19;1;0.33;0;0;1;1;0.33;0.34;1;0.5;0.8;0.91;0;0;0;0.06;0;1;1;1;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0.38;0.43;0.42;0.31;0.86;1;0.36;0.31;0.25;0;0.86;0.67;0;0.33;0;0.25;0;0.5;0.25;0.75;0.75;0.67;0;0;0;0;0;0;0;0;0;1;0;0;0.67;0.5;0.22;0;0.5;1;0.5;0;0;0;0;0.17;0;0;0;1;0;0;0;0.33;0;0;0;0;0;1;1;0.5;0.5;0.25;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.14;0.17;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0.33;1;0;0.17;0;0.93
EHA02488_bin.262;0.5;0.17;1;0.5;0.75;0.75;0.67;0.6;1;0.71;1;1;1;0.86;1;1;0;0.83;0.75;0.5;0.5;0;0;1;0;0.2;1;0;0;1;0.67;0.67;0.31;1;0.67;1;1;0.12;0.33;0.33;0.16;0.17;0;0.8;0.71;0;0;0;0;0;1;1;0.67;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0.31;0.29;0.25;0.56;0.14;0.33;0.36;0.38;0.25;0;0.71;0;0;0;0;0;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;1;1;0;0;0.33;0.5;0.17;0;1;0;0.2;0;0;0;0;0;0;1;0;0;0;0;0;0.33;0;0;0;0;0;0;0.5;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.8;0.33;0;1;1;0.21;0.93
EHA02488_bin.263;0.75;0.83;1;0;0.5;0.5;1;0.8;1;0.86;0.75;0.8;0.33;1;1;0.5;0;0.67;1;0.5;0.33;0;0;1;0;0.4;0.5;0.5;0;1;0.67;0.67;0.31;1;0.67;0;1;1;1;0;0;0.17;0.33;0.2;0.86;0;0;0;0.06;0;0;0.6;1;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0.31;0.43;0.25;0.12;0.86;0.83;0.29;0.23;0.25;0;0.14;0.5;0;0.67;0;0.25;1;0;0.25;0;0.5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0.06;0;0.5;0.5;0.5;0;0.14;0;0;0.17;0;0;0;0.5;0;0;0;0.33;0;0;0;0;0;0;1;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0.9;0.33;0.75;0;0;0;0.89
EHA02488_bin.264;1;1;0;0.5;0.5;0.75;0.33;0.6;1;0.71;1;1;1;0.86;1;1;0;1;1;0.5;0.5;0;0.17;1;0.5;0.2;0.5;0;0;1;0.67;0.67;0.38;1;0.67;1;1;0.19;0.33;0.33;0.16;1;0;0.8;0.91;0;0;0;0;0;1;1;0.67;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.2;0.2;0.15;0.31;0.43;0.42;0.38;0.86;0.83;0.36;0.31;0.25;0.38;0.14;0.67;0.25;0.33;0;0.25;0.5;0;0.25;0;0.75;0.67;0;0;0;0;0;0;0;0;0;1;0;0;0.33;0.5;0.17;0.33;1;0;0.5;0;0;0;0.25;0.5;0;0;0;1;0;0;0;0.33;0;0;0;0;0;0;1;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0.33;0.5;0;1;0.06;0.8
EHA02488_bin.265;1;0.67;1;0.5;0.5;0.5;0.67;0.4;0.5;0.57;1;1;0.67;0.67;1;1;0;0.83;0.75;0.5;0.5;0;0;1;0;0.2;0.5;0;0;0.67;0.57;0.67;0.29;1;0.12;1;0;1;1;0;1;0;0;0.6;0.43;0;0;0;0;0;1;1;0.67;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.2;0.2;0.07;0.08;0.29;0.42;0;0;0;0.14;0.15;0.12;0;0.14;0;0;0;0;0;0;0;0;0.25;0.25;1;0;0;0;0;0;0;0;0;0;1;0;0;0.33;0.5;0.17;0.04;0.5;0;0.8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0.8;0.33;0.25;0;0;0;0.75
EHA02488_bin.266;0.38;0;1;0.5;1;0.5;0.67;1;1;0.43;0.38;0.5;0.33;1;0;1;0;0;0.25;0.25;0.5;0;0;0;0;0.4;1;0;0;0.33;0.33;0;0.2;0.2;0.33;1;0;0.33;1;0;1;0.17;1;0.55;0;0;0;0;0;0;1;1;1;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.08;0.29;0.75;0;0;0;0.14;0.15;0.12;0;0.14;0;0;0;0;0.25;0.5;0;0.25;0;0.25;0.33;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.2;0;0;0;0;0.17;0;0;0;0.5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.33;0;0.56;0.5;0;0.02
EHA02488_bin.267;0;0;0;0.5;0.25;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67;0.33;0.33;0;0;0;0;0;0.12;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0.17;0.25;0;0;0;0.77
EHA02488_bin.271;0.25;0.06;1;0.5;0.5;0.5;0;0.2;1;0.29;0.5;0.4;0.17;0.5;0.14;1;0;0.72;0.58;0;0;0;0;0.5;0;0;0.5;0;0;1;0.67;0.33;0.19;0.19;0.33;1;0;0.5;0.25;0;0.16;0;0.67;0.4;0.32;0;0;0;0;0;0;0.4;0.33;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0.38;0.43;0.42;0.12;0.86;0.83;0.36;0.38;0.25;0;0.86;0.5;0;0.33;0;0;0;0.5;0;0.25;0.25;0.67;0;0;0;0;0;0;0;0;1;0;0;0;0.33;0.5;0.22;0;0.5;0;0.5;0;0;0;0;0;0.5;0;0;0.5;0;0.25;0;0;0;0;0;0;0;0;0;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0.78;0.17;0.25;0;0;0;0.59
EHA02488_bin.272;1;1;1;0.5;0.75;0.75;0.67;1;1;0.86;1;1;1;1;0.67;1;0;0.83;0.67;0.5;0.5;0;0.17;1;0;0.4;0.5;0;0;0.67;0.57;0.67;0.38;0.67;0.67;1;1;1;1;0;1;1;0.33;0.8;0.91;0;0;0;0;0.5;1;1;1;0.33;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.2;0.2;0.07;0.15;0.43;0.42;0;0.14;0;0.14;0.23;0.12;0;0.14;0.17;0;0;0;0;0;0.5;0;0;0.25;0;0;0;0;0;0;0;0;0;0;1;0;0;0.33;0.5;0.17;0.04;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0;0.16;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.14;0.17;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0.17;0.5;0.8;1;0.21;0.93
EHA02488_bin.273;1;1;1;0.5;0.75;0.5;0.67;0.8;1;0.86;1;1;1;1;0.67;1;0;0.83;0.83;0.25;0.25;0;0.17;1;0;0.4;0.5;0;0;1;0.67;0.67;0.33;0.67;0.33;0;1;1;1;0.33;1;0.17;0.33;0.8;0.14;0;0;0;0;0;1;1;1;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.2;0.2;0.81;0.69;0.43;0.42;0.06;0.86;0.17;0.5;0.46;0.12;0;0.29;0.5;0;0.33;0;0;0;0;0;0.25;0.75;0;0;0;0;0;0;0;0;0;0;1;0;0;0.33;0.5;0.17;0.24;0.5;0;0.5;0;0;0;0;0.5;0;0;0;0;0;0.25;0;0.33;0;0;0;0;0;0;0;0.16;0.5;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.14;0.17;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0.17;0.25;0;0;0.21;0.8
EHA02488_bin.277;1;0.94;1;0.5;0.75;0.75;0.33;0.8;1;0.43;0.25;0.4;0;0.43;1;0.5;0;1;1;0.5;0.5;0;0;0.75;0;0.2;0.5;0;0;0.67;0.67;0.67;0.4;1;0.38;1;0;1;1;0;0.5;0.17;0;0.6;0.09;0;0;0;0;0;1;0.8;0.33;1;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0.38;0.2;0.4;0.07;0.08;0.29;0.42;0;0;0;0.14;0.15;0.12;0;0.14;0;0;0.33;0;0;0;0;0;0;0.25;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0.33;0.04;0.5;0;0.5;0;0;0;0;0.17;0;0;0;1;0;0.5;0.33;0.33;0;0;0;0;0;0;0.5;0.16;0.5;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0.14;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0.89;0.42;0.5;0;0.17;0;0.91
